L1,L2 (Defined),L2(Suggested),L3,L2(New),L3(Tagged),L4,Amazon Merged  Entry
Beauty & Personal Care,Beauty Tools & Accessories,Beauty Tools & Accessories,Nail Tools,Beauty Tools & Accessories,Nail & Manicure Tools,Nail Art Tools,"['(Beauty, Manicure & Pedicure, Nail Tools, Nail Art Tools, Templates)', '(Beauty, Manicure & Pedicure, Nail Tools, Nail Art Tools, Spa Slippers)', '(Beauty, Manicure & Pedicure, Nail Tools, Nail Art Tools, Stampers & Scrapers)', '(Fashion, Beauty, Manicure & Pedicure, Nail Tools, Nail Art Tools, Spa Slippers)']['(Fashion, Beauty, Manicure & Pedicure, Nails, Tools, Nail Art Equipment)']['(Beauty, Manicure & Pedicure, Nails, Tools, Spa Slippers)']['(Beauty, Manicure & Pedicure, Nail Tools, Nail Art Tools, Nail Art Equipment)', '(Fashion, Beauty, Manicure & Pedicure, Nail Tools, Nail Art Tools, Nail Art Equipment)']"
Beauty & Personal Care,Beauty Tools & Accessories,Beauty Tools & Accessories,Nail Care Tools,Beauty Tools & Accessories,Nail & Manicure Tools,Nail Cleaning Brush,"['(Fashion, Beauty, Manicure & Pedicure, Nail Tools, Nail Cleaning Brushes)']['(Beauty, Manicure & Pedicure, Nails, Tools, Nail Brushes)']['(Fashion, Beauty, Manicure & Pedicure, Nails, Tools, Nail Brushes)']['(Beauty, Manicure & Pedicure, Nail Tools, Nail Art Tools, Nail Brushes)', '(Fashion, Beauty, Manicure & Pedicure, Nail Tools, Nail Art Tools, Nail Brushes)']['(Beauty, Manicure & Pedicure, Nail Tools, Nail Cleaning Brushes)']"
Beauty & Personal Care,Beauty Tools & Accessories,Beauty Tools & Accessories,Nail Tools,Beauty Tools & Accessories,Nail & Manicure Tools,Nail Drill,"['(Beauty, Manicure & Pedicure, Nail Tools, Nail Drills)']['(Beauty, Manicure & Pedicure, Nail Tools, Nail Drill Bits)']['(Fashion, Beauty, Manicure & Pedicure, Nail Tools, Nail Drill Bits)']['(Fashion, Beauty, Manicure & Pedicure, Nail Tools, Nail Drills)']"
Beauty & Personal Care,Beauty Tools & Accessories,Beauty Tools & Accessories,Manicure & Pedicure,Beauty Tools & Accessories,Nail & Manicure Tools,Nail Dryer,"['(Fashion, Beauty, Manicure & Pedicure, Nails, Tools, Nail Dryers)']['(Beauty, Manicure & Pedicure, Nail Tools, Nail Art Tools, Nail Dryers)', '(Fashion, Beauty, Manicure & Pedicure, Nail Tools, Nail Art Tools, Nail Dryers)']"
Beauty & Personal Care,Beauty Tools & Accessories,Beauty Tools & Accessories,Nail Care Tools,Beauty Tools & Accessories,Nail & Manicure Tools,Nail File,"['(Fashion, Beauty, Manicure & Pedicure, Nail Tools, Nail Files & Buffers)']"
Beauty & Personal Care,Beauty Tools & Accessories,Beauty Tools & Accessories,Nail Tools,Beauty Tools & Accessories,Nail & Manicure Tools,Nail Files & Buffers,"['(Beauty, Manicure & Pedicure, Nail Tools, Nail Files & Buffers)']"
Beauty & Personal Care,Nail Care,Nail Care,Nail Enhancements,Beauty Tools & Accessories,Nail & Manicure Tools,Nail Forms,"['(Beauty, Manicure & Pedicure, Nails, False Nails & Applications Kits, Nail Forms)']['(Fashion, Beauty, Manicure & Pedicure, Nails, False Nails & Applications Kits, Nail Forms)']"
Beauty & Personal Care,Nail Care,Nail Care,Manicure & Pedicure,Beauty Tools & Accessories,Nail & Manicure Tools,Nail Glue,"['(Fashion, Beauty, Manicure & Pedicure, Nails, False Nails & Applications Kits, Nail Glue)']"
Beauty & Personal Care,Beauty Tools & Accessories,Beauty Tools & Accessories,Manicure & Pedicure,Beauty Tools & Accessories,Nail & Manicure Tools,Nail Templates,"['(Fashion, Beauty, Manicure & Pedicure, Nails, Tools, Templates)']['(Beauty, Manicure & Pedicure, Nails, Tools, Templates)']['(Fashion, Beauty, Manicure & Pedicure, Nail Tools, Nail Art Tools, Templates)']"
Beauty & Personal Care,Nail Care,Nail Care,Manicure & Pedicure,Beauty Tools & Accessories,Nail & Manicure Tools,Nail Thickeners,"['(Fashion, Beauty, Manicure & Pedicure, Nails, Nail Thickeners)']"
Beauty & Personal Care,Beauty Tools & Accessories,Beauty Tools & Accessories,Nail Care Tools,Beauty Tools & Accessories,Nail & Manicure Tools,Nail Tool Sterilizers,"['(Beauty, Manicure & Pedicure, Nails, Tools, Nail Tool Sterilizers)', '(Fashion, Beauty, Manicure & Pedicure, Nails, Tools, Nail Tool Sterilizers)']['(Beauty, Manicure & Pedicure, Nail Tools, Nail Art Tools, Nail Tool Sterilizers)', '(Fashion, Beauty, Manicure & Pedicure, Nail Tools, Nail Art Tools, Nail Tool Sterilizers)']"
Beauty & Personal Care,Beauty Tools & Accessories,Beauty Tools & Accessories,Nail Tools,Beauty Tools & Accessories,Nail & Manicure Tools,Polish Correctors,"['(Fashion, Beauty, Manicure & Pedicure, Nail Tools, Nail Art Tools, Polish Correctors)']['(Beauty, Manicure & Pedicure, Nail Tools, Nail Art Tools, Polish Correctors)', '(Beauty, Manicure & Pedicure, Nails, Tools, Polish Correctors)']['(Fashion, Beauty, Manicure & Pedicure, Nails, Tools, Polish Correctors)']"
Beauty & Personal Care,Beauty Tools & Accessories,Beauty Tools & Accessories,Nail Tools,Beauty Tools & Accessories,Nail & Manicure Tools,Practice Hands & Fingers,"['(Beauty, Manicure & Pedicure, Nail Tools, Nail Art Tools, Practice Hands & Fingers)', '(Fashion, Beauty, Manicure & Pedicure, Nail Tools, Nail Art Tools, Practice Hands & Fingers)']['(Beauty, Manicure & Pedicure, Nails, Tools, Practice Hands & Fingers)', '(Fashion, Beauty, Manicure & Pedicure, Nails, Tools, Practice Hands & Fingers)']"
Beauty & Personal Care,Beauty Tools & Accessories,Beauty Tools & Accessories,Nail Tools,Beauty Tools & Accessories,Nail & Manicure Tools,Practice Nail Tips,"['(Beauty, Manicure & Pedicure, Nail Tools, Nail Art Tools, Practice Nail Tips)', '(Fashion, Beauty, Manicure & Pedicure, Nail Tools, Nail Art Tools, Practice Nail Tips)']['(Beauty, Manicure & Pedicure, Nails, Tools, Practice Nail Tips)', '(Fashion, Beauty, Manicure & Pedicure, Nails, Tools, Practice Nail Tips)']"
Beauty & Personal Care,Beauty Tools & Accessories,Beauty Tools & Accessories,Manicure & Pedicure Tools,Beauty Tools & Accessories,Nail & Manicure Tools,Spa Slippers,"['(Fashion, Beauty, Manicure & Pedicure, Nails, Tools, Spa Slippers)']"
Beauty & Personal Care,Nail Care,Nail Care,Manicure & Pedicure,Beauty Tools & Accessories,Nail & Manicure Tools,Stampers & Scrapers,"['(Fashion, Beauty, Manicure & Pedicure, Nails, Tools, Stampers & Scrapers)']['(Beauty, Manicure & Pedicure, Nails, Tools, Stampers & Scrapers)']['(Fashion, Beauty, Manicure & Pedicure, Nail Tools, Nail Art Tools, Stampers & Scrapers)']"
Beauty & Personal Care,Nail Care,Nail Care,Nail Tools,Beauty Tools & Accessories,Nail & Manicure Tools,Toe Separators,"['(Beauty, Manicure & Pedicure, Nails, Tools, Toe Separators)']['(Fashion, Beauty, Manicure & Pedicure, Nails, Tools, Toe Separators)']['(Beauty, Manicure & Pedicure, Nail Tools, Nail Art Tools, Toe Separators)', '(Fashion, Beauty, Manicure & Pedicure, Nail Tools, Nail Art Tools, Toe Separators)']"
Beauty & Personal Care,Nail Care,Nail Care,Manicure & Pedicure,Beauty Tools & Accessories,Nail & Manicure Tools,Top & Base Coat,"['(Fashion, Beauty, Manicure & Pedicure, Nails, Top & Base Coat, Multi-Use Top & Base Coat)']"
Beauty & Personal Care,Nail Care,Nail Care,Manicure & Pedicure,Beauty Tools & Accessories,Nail & Manicure Tools,Top Coat,"['(Fashion, Beauty, Manicure & Pedicure, Nails, Top & Base Coat, Top Coat)']"
Beauty & Personal Care,Nail Care,Nail Care,Nail Enhancements,Makeup,Nail Makeup,Acrylic Nail Kits,"['(Beauty, Manicure & Pedicure, Nails, False Nails & Applications Kits, Acrylic Nail Kits)']['(Fashion, Beauty, Manicure & Pedicure, Nails, False Nails & Applications Kits, Acrylic Nail Kits)']"
Beauty & Personal Care,Nail Care,Nail Care,False Nails & Application Kits,Makeup,Nail Makeup,Acrylic Powders,"['(Beauty, Manicure & Pedicure, Nails, False Nails & Applications Kits, Acrylic Powders & Liquids, Acrylic Powders)', '(Fashion, Beauty, Manicure & Pedicure, Nails, False Nails & Applications Kits, Acrylic Powders & Liquids, Acrylic Powders)']"
Beauty & Personal Care,Nail Care,Nail Care,Nail Art,Makeup,Nail Makeup,Cuticle Protectors,"['(Beauty, Manicure & Pedicure, Nails, Nail Art, Cuticle Protectors)', '(Fashion, Beauty, Manicure & Pedicure, Nails, Nail Art, Cuticle Protectors)']"
Beauty & Personal Care,Nail Care,Nail Care,Nail Art,Makeup,Nail Makeup,Decoration Kits,"['(Beauty, Manicure & Pedicure, Nails, Nail Art, Decoration Kits)', '(Fashion, Beauty, Manicure & Pedicure, Nails, Nail Art, Decoration Kits)']"
Beauty & Personal Care,Nail Care,Nail Care,Dip Manicure,Makeup,Nail Makeup,Dip Powder,"['(Beauty, Manicure & Pedicure, Nails, Dip Manicure, Dip Powder)', '(Fashion, Beauty, Manicure & Pedicure, Nails, Dip Manicure, Dip Powder)']"
Beauty & Personal Care,Nail Care,Nail Care,Dip Manicure,Makeup,Nail Makeup,Dip Powder Liquids,"['(Beauty, Manicure & Pedicure, Nails, Dip Manicure, Dip Powder Liquids)', '(Fashion, Beauty, Manicure & Pedicure, Nails, Dip Manicure, Dip Powder Liquids)']"
Beauty & Personal Care,Nail Care,Nail Care,Nail Enhancements,Makeup,Nail Makeup,Fiberglass,"['(Beauty, Manicure & Pedicure, Nails, False Nails & Applications Kits, Fiberglass)']"
Beauty & Personal Care,Nail Care,Nail Care,False Nails & Application Kits,Makeup,Nail Makeup,Gel,"['(Beauty, Manicure & Pedicure, Nails, False Nails & Applications Kits, Gel)']['(Beauty, Manicure & Pedicure, Nails, Nail Gel)', '(Fashion, Beauty, Manicure & Pedicure, Nails, Nail Gel)']"
Beauty & Personal Care,Nail Care,Nail Care,Top & Base Coat,Makeup,Nail Makeup,Multi-Use Top & Base Coat,"['(Beauty, Manicure & Pedicure, Nails, Top & Base Coat, Multi-Use Top & Base Coat)']"
Beauty & Personal Care,Beauty Tools & Accessories,Beauty Tools & Accessories,Nail Care,Makeup,Nail Makeup,Nail Art Equipment,"['(Beauty, Manicure & Pedicure, Nails, Tools, Nail Art Equipment)']"
Beauty & Personal Care,Nail Care,Nail Care,Nail Art,Makeup,Nail Makeup,Nail Art Glue,"['(Beauty, Manicure & Pedicure, Nails, Nail Art, Nail Art Glue)', '(Fashion, Beauty, Manicure & Pedicure, Nails, Nail Art, Nail Art Glue)']['(Beauty, Manicure & Pedicure, Nails, False Nails & Applications Kits, Nail Glue)']"
Beauty & Personal Care,Beauty Tools & Accessories,Beauty Tools & Accessories,Nail Care,Makeup,Nail Makeup,Nail Dryer,"['(Beauty, Manicure & Pedicure, Nails, Tools, Nail Dryers)']"
Beauty & Personal Care,Nail Care,Nail Care,Nail Art,Makeup,Nail Makeup,Nail Glitter,"['(Beauty, Manicure & Pedicure, Nails, Nail Art, Nail Glitter)', '(Fashion, Beauty, Manicure & Pedicure, Nails, Nail Art, Nail Glitter)']"
Beauty & Personal Care,Nail Care,Nail Care,Manicure & Pedicure,Makeup,Nail Makeup,Nail Polish,"['(Beauty, Manicure & Pedicure, Nail Care)']['(Fashion, Beauty, Manicure & Pedicure, Nails, Nail Polish)']['(Beauty, Manicure & Pedicure, Nails, Nail Polish)']"
Beauty & Personal Care,Nail Care,Nail Care,Nail Polish,Makeup,Nail Makeup,Nail Polish Remover,"['(Beauty, Manicure & Pedicure, Nails, Nail Polish Remover)']['(Fashion, Beauty, Manicure & Pedicure, Nails, Nail Polish Remover)']"
Beauty & Personal Care,Nail Care,Nail Care,Nail Polish,Makeup,Nail Makeup,Nail Polish Set,"['(Beauty, Manicure & Pedicure, Nails, Nail Polish Sets)', '(Fashion, Beauty, Manicure & Pedicure, Nails, Nail Polish Sets)']"
Beauty & Personal Care,Nail Care,Nail Care,Nail Treatments,Makeup,Nail Makeup,Nail Thickener,"['(Beauty, Manicure & Pedicure, Nails, Nail Thickeners)']"
Beauty & Personal Care,Nail Care,Nail Care,False Nails & Application Kits,Makeup,Nail Makeup,Press On Nails,"['(Fashion, Beauty, Manicure & Pedicure, Nails, False Nails & Applications Kits, Press On Nails)']['(Beauty, Manicure & Pedicure, Nails, False Nails & Applications Kits, Press On Nails)']"
Beauty & Personal Care,Nail Care,Nail Care,Nail Art,Makeup,Nail Makeup,Rhinestones & Decorations,"['(Beauty, Manicure & Pedicure, Nails, Nail Art, Rhinestones & Decorations)', '(Fashion, Beauty, Manicure & Pedicure, Nails, Nail Art, Rhinestones & Decorations)']"
Beauty & Personal Care,Nail Care,Nail Care,Nail Art,Makeup,Nail Makeup,Stickers & Decals,"['(Beauty, Manicure & Pedicure, Nails, Nail Art, Stickers & Decals)', '(Fashion, Beauty, Manicure & Pedicure, Nails, Nail Art, Stickers & Decals)']"
Beauty & Personal Care,Nail Care,Nail Care,Nail Art,Makeup,Nail Makeup,Striping Tape,"['(Beauty, Manicure & Pedicure, Nails, Nail Art, Striping Tape Lines)', '(Fashion, Beauty, Manicure & Pedicure, Nails, Nail Art, Striping Tape Lines)']"
Beauty & Personal Care,Nail Care,Nail Care,Nail Treatments,Makeup,Nail Makeup,Top Coat,"['(Beauty, Manicure & Pedicure, Nails, Top & Base Coat, Top Coat)']"
Beauty & Personal Care,Nail Care,Nail Care,Nail Art,Makeup,Nail Makeup,Wraps,"['(Beauty, Manicure & Pedicure, Nails, Nail Art, Wraps)', '(Fashion, Beauty, Manicure & Pedicure, Nails, Nail Art, Wraps)']"
Beauty & Personal Care,Beauty Tools & Accessories,Beauty Tools & Accessories,Refillable Containers,Beauty Tools & Accessories,Other,Dropper,"['(Beauty, Tools & Accessories, Refillable Containers, Droppers)', '(Fashion, Beauty, Tools & Accessories, Refillable Containers, Droppers)']"
Beauty & Personal Care,Beauty Tools & Accessories,Beauty Tools & Accessories,Refillable Containers,Beauty Tools & Accessories,Other,Jars,"['(Beauty, Tools & Accessories, Refillable Containers, Jars)', '(Fashion, Beauty, Tools & Accessories, Refillable Containers, Jars)']"
Beauty & Personal Care,Beauty Tools & Accessories,Beauty Tools & Accessories,Refillable Containers,Beauty Tools & Accessories,Other,Pump Dispenser,"['(Beauty, Tools & Accessories, Refillable Containers, Pump Dispensers)']['(Fashion, Beauty, Tools & Accessories, Refillable Containers, Pump Dispensers)']"
Beauty & Personal Care,Beauty Tools & Accessories,Beauty Tools & Accessories,Refillable Containers,Beauty Tools & Accessories,Other,Roller Bottles,"['(Beauty, Tools & Accessories, Refillable Containers, Roller Bottles)', '(Fashion, Beauty, Tools & Accessories, Refillable Containers, Roller Bottles)']"
Beauty & Personal Care,Beauty Tools & Accessories,Beauty Tools & Accessories,Refillable Containers,Beauty Tools & Accessories,Other,Spray Bottles,"['(Beauty, Tools & Accessories, Refillable Containers, Spray Bottles)', '(Fashion, Beauty, Tools & Accessories, Refillable Containers, Spray Bottles)']"
Beauty & Personal Care,Beauty Tools & Accessories,Beauty Tools & Accessories,Refillable Containers,Beauty Tools & Accessories,Other,Squeeze Bottles,"['(Beauty, Tools & Accessories, Refillable Containers, Squeeze Bottles)', '(Fashion, Beauty, Tools & Accessories, Refillable Containers, Squeeze Bottles)']"
Beauty & Personal Care,Beauty Tools & Accessories,Beauty Tools & Accessories,Tattoo Accessories,Beauty Tools & Accessories,Other,Tattoo Pens,"['(Beauty, Tools & Accessories, Tattoo Accessories, Tattoo Pens)']"
Beauty & Personal Care,Beauty Tools & Accessories,Beauty Tools & Accessories,Perfume Accessories,Fragrances,Other,Refillable Perfume Bottle,"['(Fashion, Beauty, Tools & Accessories, Refillable Perfume Bottles)']['(Beauty, Tools & Accessories, Refillable Perfume Bottles)']"
Beauty & Personal Care,Skincare,Skincare,Face,Makeup,Face Makeup,Bleaches,"['(Beauty, Skin Care, Face, Bleaches)', '(Fashion, Beauty, Skin Care, Face, Bleaches)']"
Beauty & Personal Care,Haircare,Haircare,Hair Color,Makeup,Face Makeup,Colour Correctors,"['(Beauty, Hair Care, Hair Color, Colour Refreshers, Colour Correctors)', '(Fashion, Beauty, Hair Care, Hair Color, Colour Refreshers, Colour Correctors)']"
Beauty & Personal Care,Oral Care,Oral Care,Children's Oral Care,Oral Care,Toothpastes & Toothbrushes,Dental Care Kits,"[""(Baby, Baby Care, Health Care, Dental Care, Children's Oral Care, Dental Care Kits)""]"
Beauty & Personal Care,Nail Care,Nail Care,Nail Enhancements,Makeup,Nail Makeup,Artificial Nails,"['(Beauty, Manicure & Pedicure, Nails, False Nails & Applications Kits, Artificial Nails)']['(Fashion, Beauty, Manicure & Pedicure, Nails, False Nails & Applications Kits, Artificial Nails)']"
Beauty & Personal Care,Beauty Tools & Accessories,Beauty Tools & Accessories,Bags & Cases,Beauty Tools & Accessories,Other,Cosmetic Bags,"['(Beauty, Tools & Accessories, Bags & Cases, Cosmetic Bags)', '(Fashion, Beauty, Tools & Accessories, Bags & Cases, Cosmetic Bags)']"
Beauty & Personal Care,Beauty Tools & Accessories,Beauty Tools & Accessories,Bags & Cases,Beauty Tools & Accessories,Other,Cosmetic Display Cases,"['(Beauty, Tools & Accessories, Bags & Cases, Cosmetic Display Cases)', '(Fashion, Beauty, Tools & Accessories, Bags & Cases, Cosmetic Display Cases)']"
Beauty & Personal Care,Nail Care,Nail Care,Dip Manicure,Beauty Tools & Accessories,Other,Dip Manicure Kits,"['(Beauty, Manicure & Pedicure, Nails, Dip Manicure, Dip Manicure Kits)']"
Beauty & Personal Care,Beauty Tools & Accessories,Beauty Tools & Accessories,Refillable Containers,Other,Other,Kits,"['(Beauty, Tools & Accessories, Refillable Containers, Kits)', '(Fashion, Beauty, Tools & Accessories, Refillable Containers, Kits)']"
Beauty & Personal Care,Personal Hygiene,Personal Hygiene,Sexual Wellness & Sensuality,Personal Hygiene,Wipes & Intimate Hygiene,Lubricant,"['(Health & Personal Care, Sexual Wellness & Sensuality)']"
Beauty & Personal Care,Beauty Tools & Accessories,Beauty Tools & Accessories,Bags & Cases,Makeup,"Makeup Brushes, Tools & Accessories",Make-Up Pouch,"['(Beauty, Tools & Accessories, Bags & Cases, Make-Up Pouches)', '(Fashion, Beauty, Tools & Accessories, Bags & Cases, Make-Up Pouches)']"
Beauty & Personal Care,Skincare,Skincare,Body,Other,Other,Maternity,"['(Beauty, Skin Care, Body, Maternity)']"
Beauty & Personal Care,Skincare,Skincare,Feet Care,Other,Other,Shoe Pads,"['(Beauty, Skin Care, Feet, Shoe Pads)']['(Beauty, Tools & Accessories, Foot Care, Shoe Pads)', '(Fashion, Beauty, Tools & Accessories, Foot Care, Shoe Pads)']"
Beauty & Personal Care,Bath & Body,Bath & Body,Body Care,Haircare,Bathing Accessories,Shower Cap,"['(Beauty, Skin Care, Body, Body & Bath, Bathing Accessories, Shower Caps)']"
Beauty & Personal Care,Bath & Body,Bath & Body,Cleansers,Skincare,"Hair Removal Products, Tools and Accessories",Strips,"['(Beauty, Bath & Body, Cleansers, Strips)', '(Fashion, Beauty, Bath & Body, Cleansers, Strips)', '(Fashion, Beauty, Skin Care, Body, Body & Bath, Cleansers, Strips)']"
Beauty & Personal Care,Bath & Body,Bath & Body,Tattoo Aftercare,Skincare,Body Care,Tattoo Aftercare,"['(Fashion, Beauty, Make-up, Body, Tattoo Aftercare)']"
Beauty & Personal Care,Beauty Tools & Accessories,Beauty Tools & Accessories,Tattoo Accessories,Beauty Tools & Accessories,Other,Tattoo Inks,"['(Beauty, Tools & Accessories, Tattoo Accessories, Tattoo Inks)', '(Fashion, Beauty, Tools & Accessories, Tattoo Accessories, Tattoo Inks)']"
Beauty & Personal Care,Beauty Tools & Accessories,Beauty Tools & Accessories,Tattoo Accessories,Beauty Tools & Accessories,Other,Tattoo Kits,"['(Beauty, Tools & Accessories, Tattoo Accessories, Tattoo Kits)', '(Fashion, Beauty, Tools & Accessories, Tattoo Accessories, Tattoo Kits)']"
Beauty & Personal Care,Beauty Tools & Accessories,Beauty Tools & Accessories,Tattoo Accessories,Beauty Tools & Accessories,Other,Tattoo Machines,"['(Beauty, Tools & Accessories, Tattoo Accessories, Tattoo Machines)', '(Fashion, Beauty, Tools & Accessories, Tattoo Accessories, Tattoo Machines)']"
Beauty & Personal Care,Beauty Tools & Accessories,Beauty Tools & Accessories,Tattoo Accessories,Beauty Tools & Accessories,Other,Tattoo Needles,"['(Beauty, Tools & Accessories, Tattoo Accessories, Tattoo Needles)', '(Fashion, Beauty, Tools & Accessories, Tattoo Accessories, Tattoo Needles)']"
Beauty & Personal Care,Beauty Tools & Accessories,Beauty Tools & Accessories,Tattoo Accessories,Beauty Tools & Accessories,Other,Tattoo Pens,"['(Fashion, Beauty, Tools & Accessories, Tattoo Accessories, Tattoo Pens)']"
Beauty & Personal Care,Beauty Tools & Accessories,Beauty Tools & Accessories,Bags & Cases,Beauty Tools & Accessories,Other,Toiletry Kits & Bags,"['(Beauty, Tools & Accessories, Bags & Cases, Toiletry Kits & Bags)', '(Fashion, Beauty, Tools & Accessories, Bags & Cases, Toiletry Kits & Bags)']"
Beauty & Personal Care,Beauty Tools & Accessories,Beauty Tools & Accessories,Bags & Cases,Beauty Tools & Accessories,Other,Train Cases,"['(Beauty, Tools & Accessories, Bags & Cases, Train Cases)', '(Fashion, Beauty, Tools & Accessories, Bags & Cases, Train Cases)']"
Beauty & Personal Care,Fragrances,Fragrances,Perfume,Fragrances,Perfumes,Perfume,"['(Beauty, Fragrance, Perfume)', '(Fashion, Beauty, Fragrance, Perfume)']"
Beauty & Personal Care,Personal Hygiene,Personal Care,Personal Hygiene,Personal Hygiene,Sanitary napkins and menstrual care,Soap,"['(Health & Personal Care, Personal Care)']"
Beauty & Personal Care,Haircare,Haircare,Shampoo & Conditioner,Haircare,"Shampoo, Conditioner & Cleansers",2-in-1 Shampoo & Conditioner,"['(Beauty, Hair Care, Shampoo & Conditioner, 2-in-1 Shampoo & Conditioner)', '(Fashion, Beauty, Hair Care, Shampoo & Conditioner, 2-in-1 Shampoo & Conditioner)']"
Beauty & Personal Care,Haircare,Haircare,Shampoo & Conditioner,Haircare,"Shampoo, Conditioner & Cleansers","3-in-1 Shampoo, Conditioner & Body Wash","['(Beauty, Hair Care, Shampoo & Conditioner, 3-in-1 Shampoo, Conditioner & Body Wash)', '(Fashion, Beauty, Hair Care, Shampoo & Conditioner, 3-in-1 Shampoo, Conditioner & Body Wash)']"
Beauty & Personal Care,Haircare,Haircare,Conditioners,Haircare,"Shampoo, Conditioner & Cleansers",Conditioner,"['(Beauty, Hair Care, Shampoo & Conditioner, Conditioners)', '(Fashion, Beauty, Hair Care, Shampoo & Conditioner, Conditioners)']"
Beauty & Personal Care,Haircare,Haircare,Shampoo & Conditioner,Haircare,"Shampoo, Conditioner & Cleansers",Dry Shampoo & Conditioner,"['(Fashion, Beauty, Hair Care, Shampoo & Conditioner, Dry Shampoos & Conditioners)']['(Beauty, Hair Care, Shampoo & Conditioner, Dry Shampoos & Conditioners)']"
Beauty & Personal Care,Haircare,Haircare,Hair Loss Products,Haircare,"Shampoo, Conditioner & Cleansers",Hair Regrowth Shampoo,"['(Beauty, Hair Care, Hair Loss Products, Hair Regrowth Shampoos)', '(Fashion, Beauty, Hair Care, Hair Loss Products, Hair Regrowth Shampoos)']"
Beauty & Personal Care,Haircare,Haircare,Shampoo & Conditioner,Haircare,"Shampoo, Conditioner & Cleansers",Shampoo & Conditioner,"['(Fashion, Beauty, Hair Care, Shampoo & Conditioner, Shampoo & Conditioner Feature)']['(Fashion, Beauty, Hair Care, Shampoo & Conditioner, Shampoos)']['(Beauty, Hair Care, Shampoo & Conditioner, Shampoos)']['(Beauty, Hair Care, Shampoo & Conditioner, Shampoo & Conditioner Feature)']"
Beauty & Personal Care,Men's Grooming,Men's Grooming,"Shaving, Waxing & Beard Care",Men's Grooming,Shaving tools and products,Shaving Cream,"['(Personal Care, Shaving, Waxing & Beard Care)']"
Beauty & Personal Care,Skincare,Skincare,Sets,Skincare,Skincare Sets & Kits,Skincare Set,"['(Beauty, Skin Care, Sets)', '(Fashion, Beauty, Skin Care, Sets)']"
Beauty & Personal Care,Beauty Tools & Accessories,Beauty Tools & Accessories,Skin Care Tools,Skincare,Skincare Tools & Accessories,Acne Treatment Devices,"['(Beauty, Tools & Accessories, Skin Care Tools, Acne Treatment Devices)', '(Fashion, Beauty, Tools & Accessories, Skin Care Tools, Acne Treatment Devices)']"
Beauty & Personal Care,Beauty Tools & Accessories,Beauty Tools & Accessories,Skin Care Tools,Skincare,Skincare Tools & Accessories,Black Head Remover,"['(Beauty, Tools & Accessories, Skin Care Tools, Black Head Remover)', '(Fashion, Beauty, Tools & Accessories, Skin Care Tools, Black Head Remover)']"
Beauty & Personal Care,Beauty Tools & Accessories,Beauty Tools & Accessories,Skin Care Tools,Skincare,Skincare Tools & Accessories,Exfoliation & Microdermabrasion Devices,"['(Beauty, Tools & Accessories, Skin Care Tools, Exfoliation & Microdermabrasion Devices)', '(Fashion, Beauty, Tools & Accessories, Skin Care Tools, Exfoliation & Microdermabrasion Devices)']"
Beauty & Personal Care,Beauty Tools & Accessories,Beauty Tools & Accessories,Skin Care Tools,Skincare,Skincare Tools & Accessories,Eye Masks,"['(Beauty, Tools & Accessories, Skin Care Tools, Eye Masks)', '(Fashion, Beauty, Tools & Accessories, Skin Care Tools, Eye Masks)']"
Beauty & Personal Care,Beauty Tools & Accessories,Beauty Tools & Accessories,Skin Care Tools,Skincare,Skincare Tools & Accessories,Face Belt,"['(Fashion, Beauty, Tools & Accessories, Skin Care Tools, Face Belts)']['(Beauty, Tools & Accessories, Skin Care Tools, Face Belts)']"
Beauty & Personal Care,Beauty Tools & Accessories,Beauty Tools & Accessories,Skin Care Tools,Skincare,Skincare Tools & Accessories,Face Cleansing Foaming Nets,"['(Beauty, Tools & Accessories, Skin Care Tools, Face Cleansing Foaming Nets)', '(Fashion, Beauty, Tools & Accessories, Skin Care Tools, Face Cleansing Foaming Nets)']"
Beauty & Personal Care,Beauty Tools & Accessories,Beauty Tools & Accessories,Skin Care Tools,Skincare,Skincare Tools & Accessories,Facial Cleansing Brushes,"['(Beauty, Tools & Accessories, Skin Care Tools, Facial Cleansing Brushes, Replacement Brush Heads)', '(Fashion, Beauty, Tools & Accessories, Skin Care Tools, Facial Cleansing Brushes, Replacement Brush Heads)', '(Fashion, Beauty, Tools & Accessories, Skin Care Tools, Facial Cleansing Brushes, Powered Facial Cleansing Brushes & Devices)']['(Beauty, Tools & Accessories, Skin Care Tools, Facial Cleansing Brushes, Manual Facial Cleansing Brushes)', '(Beauty, Tools & Accessories, Skin Care Tools, Facial Cleansing Brushes, Powered Facial Cleansing Brushes & Devices)', '(Fashion, Beauty, Tools & Accessories, Skin Care Tools, Facial Cleansing Brushes, Manual Facial Cleansing Brushes)']"
Beauty & Personal Care,Beauty Tools & Accessories,Beauty Tools & Accessories,Skin Care Tools,Skincare,Skincare Tools & Accessories,Facial Roller,"['(Beauty, Tools & Accessories, Skin Care Tools, Facial Rollers)', '(Fashion, Beauty, Tools & Accessories, Skin Care Tools, Facial Rollers)']"
Beauty & Personal Care,Beauty Tools & Accessories,Beauty Tools & Accessories,Skin Care Tools,Skincare,Skincare Tools & Accessories,Facial Steamer,"['(Beauty, Tools & Accessories, Skin Care Tools, Facial Steamers)', '(Fashion, Beauty, Tools & Accessories, Skin Care Tools, Facial Steamers)']"
