L1,L2 (Defined),L2(Suggested),L3,L2(New),L3(Tagged),L4,Amazon Entry
"Books, Music & Movies",Books,Children's Books,Holidays & Celebrations,Books,Holidays & Celebrations,Christmas & Advent,"['Books, Children's Books, Holidays & Celebrations, Christmas & Advent']"
"Books, Music & Movies",Books,Children's Books,Holidays & Celebrations,Books,Holidays & Celebrations,Easter & Lent,"['Books, Children's Books, Holidays & Celebrations, Easter & Lent']"
"Books, Music & Movies",Books,Children's Books,Holidays & Celebrations,Books,Holidays & Celebrations,Halloween,"['Books, Children's Books, Holidays & Celebrations, Halloween']"
"Books, Music & Movies",Books,Children's Books,Holidays & Celebrations,Books,Holidays & Celebrations,Thanksgiving,"['Books, Children's Books, Holidays & Celebrations, Thanksgiving']"
"Books, Music & Movies",Books,Books,Horror,Books,Horror,eBook,"['Kindle eBooks, Fantasy, Horror and Science Fiction, Horror']"
"Books, Music & Movies",Books,Higher Education Textbooks,Humanities,Books,Humanities,North American Literature Textbooks,"['Books, Higher Education Textbooks, Humanities, Literature, North American Literature Textbooks']"
"Books, Music & Movies",Books,Higher Education Textbooks,Humanities,Books,Humanities,Performing Arts,"['Books, Higher Education Textbooks, Humanities, Performing Arts, Music']"
"Books, Music & Movies",Books,Children's Books,Humour,Books,Humour,Humour Books,"['Books, Children's Books, Humour', 'Books, Humour']"
"Books, Music & Movies",Books,Books,Humour,Books,Humour,eBook,"['Kindle eBooks, Humour']"
"Books, Music & Movies",Books,Children's Books,Interactive & Activity Books,Books,Interactive & Activity Books,Hidden Picture,"['Books, Children's Books, Interactive & Activity Books, Hidden Picture']"
"Books, Music & Movies",Books,Books,Language Learning & Teaching,Books,Language Learning & Teaching,Language Learning Textbook,"['Books, Language, Linguistics & Writing, Language Learning & Teaching']"
"Books, Music & Movies",Books,Books,Language Learning & Teaching,Books,Language Learning & Teaching,eBook,"['Kindle eBooks, Language, Linguistics and Writing, Language Learning & Teaching']"
"Books, Music & Movies",Books,Children's Books,Language Learning,Books,Language Learning,Language Learning Books,"['Books, Children's Books, Language Learning']"
"Books, Music & Movies",Books,Books,"Language, Linguistics & Writing",Books,"Language, Linguistics & Writing",Dictionaries,"['Books, Language, Linguistics & Writing, Dictionaries', 'Kindle eBooks, Language, Linguistics and Writing, Dictionaries']"
"Books, Music & Movies",Books,Books,"Language, Linguistics & Writing",Books,"Language, Linguistics & Writing",Grammar,"['Books, Language, Linguistics & Writing, Grammar', 'Kindle eBooks, Language, Linguistics and Writing, Grammar']"
"Books, Music & Movies",Books,Books,"Language, Linguistics & Writing",Books,"Language, Linguistics & Writing",Linguistics,"['Books, Language, Linguistics & Writing, Linguistics']"
"Books, Music & Movies",Books,Books,Linguistics,Books,"Language, Linguistics & Writing",eBook,"['Kindle eBooks, Language, Linguistics and Writing, Linguistics']"
"Books, Music & Movies",Books,Books,"Language, Linguistics and Writing",Books,"Language, Linguistics and Writing",Rhetoric & Speech,"['Kindle eBooks, Language, Linguistics and Writing, Rhetoric & Speech']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Law Books,Criminal Law,"['Kindle eBooks, Textbooks, Law, Criminal Law']"
"Books, Music & Movies",Books,Books,Law Books,Books,Law Books,Public Law eBook,"['Kindle eBooks, Law, Public']"
"Books, Music & Movies",Books,Books,Law,Books,Law,Business Law,"['Books, Law, Business Law']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Law,Constitutional Law,"['Books, Higher Education Textbooks, Law, Constitutional Law', 'Books, Law, Constitutional Law']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Law,Criminal Law,"['Books, Higher Education Textbooks, Law, Criminal Law', 'Books, Law, Criminal Law']"
"Books, Music & Movies",Books,Books,Law,Books,Law,International,"['Kindle eBooks, Law, International']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Law,Legal Reference,"['Books, Higher Education Textbooks, Law, Legal Reference', 'Kindle eBooks, Textbooks, Law, Legal Reference']"
"Books, Music & Movies",Books,Books,Law,Books,Law,Private,"['Kindle eBooks, Law, Private']"
"Books, Music & Movies",Books,Books,Law,Books,Law,Procedures & Practices,"['Kindle eBooks, Law, Procedures & Practices']"
"Books, Music & Movies",Books,Books,Law,Books,Law,Tax Law,"['Books, Law, Tax Law']"
"Books, Music & Movies",Books,Books,Legal Reference,Books,Legal Reference,Legal Reference Book,"['Books, Law, Legal Reference']"
"Books, Music & Movies",Books,Books,Lifestyle & Personal Style Guides,Books,Lifestyle & Personal Style Guides,eBook,"['Kindle eBooks, Crafts, Home and Lifestyle, Lifestyle & Personal Style Guides']"
"Books, Music & Movies",Books,Books,Literature & Fiction,Books,Literature & Fiction,Adaptations,"['Books, Literature & Fiction, Romance, Adaptations']"
"Books, Music & Movies",Books,Books,Literature & Fiction,Books,Literature & Fiction,Anthologies,"['Books, Literature & Fiction, Anthologies']"
"Books, Music & Movies",Books,Children's Books,Literature & Fiction,Books,Literature & Fiction,Chapter Books & Readers,"['Books, Children's Books, Literature & Fiction, Chapter Books & Readers']"
"Books, Music & Movies",Books,Children's Books,Literature & Fiction,Books,Literature & Fiction,Death & Dying,"['Books, Children's Books, Literature & Fiction, Growing Up & Facts of Life, Death & Dying']"
"Books, Music & Movies",Books,Books,Literature & Fiction,Books,Literature & Fiction,Disability Fiction,"['Books, Literature & Fiction, Disability Fiction']"
"Books, Music & Movies",Books,Books,Literature & Fiction,Books,Literature & Fiction,Essays,"['Books, Literature & Fiction, Essays']"
"Books, Music & Movies",Books,Children's Books,Literature & Fiction,Books,Literature & Fiction,Family,"['Books, Children's Books, Literature & Fiction, Growing Up & Facts of Life, Family', 'Books, Teen & Young Adult, Literature & Fiction, Social & Family Issues, Family']"
"Books, Music & Movies",Books,Children's Books,Literature & Fiction,Books,Literature & Fiction,Friendship,"['Books, Children's Books, Literature & Fiction, Growing Up & Facts of Life, Friendship']"
"Books, Music & Movies",Books,Books,Literature & Fiction,Books,Literature & Fiction,Historical,"['Books, Literature & Fiction, Historical', 'Books, Teen & Young Adult, Literature & Fiction, Historical, Modern & Contemporary', 'Books, Teen & Young Adult, Literature & Fiction, Historical, Biographical', 'Books, Teen & Young Adult, Literature & Fiction, Historical, Holocaust', 'Books, Teen & Young Adult, Literature & Fiction, Historical, Mediaeval']"
"Books, Music & Movies",Books,Books,Literature & Fiction,Books,Literature & Fiction,Humour,"['Books, Literature & Fiction, Humour']"
"Books, Music & Movies",Books,Books,Literature & Fiction,Books,Literature & Fiction,Indian Writing,"['Books, Literature & Fiction, Indian Writing']"
"Books, Music & Movies",Books,Children's Books,Literature & Fiction,Books,Literature & Fiction,Literary Criticism & Collections,"['Books, Children's Books, Literature & Fiction, Literary Criticism & Collections']"
"Books, Music & Movies",Books,Books,Literature & Fiction,Books,Literature & Fiction,"Literary Theory, History & Criticism","['Books, Literature & Fiction, Literary Theory, History & Criticism']"
"Books, Music & Movies",Books,Books,Foreign Language eBooks,Books,Literature & Fiction,Literature & Fiction,"['Kindle eBooks, Foreign Language eBooks, Literature & Fiction']"
"Books, Music & Movies",Books,Books,Literature & Fiction,Books,Literature & Fiction,"Myths, Legends & Sagas","['Kindle eBooks, Literature and Fiction, Myths, Legends & Sagas']"
"Books, Music & Movies",Books,Books,Literature & Fiction,Books,Literature & Fiction,Plays,"['Books, Literature & Fiction, Plays', 'Kindle eBooks, Literature and Fiction, Plays']"
"Books, Music & Movies",Books,Children's Books,Literature & Fiction,Books,Literature & Fiction,Poetry,"['Books, Children's Books, Literature & Fiction, Poetry, Humorous', 'Books, Children's Books, Literature & Fiction, Poetry, Nursery Rhymes', 'Books, Children's Books, Literature & Fiction, Poetry, Stories in Verse']"
"Books, Music & Movies",Books,Children's Books,Literature & Fiction,Books,Literature & Fiction,Religious Fiction,"['Books, Children's Books, Literature & Fiction, Religious Fiction']"
"Books, Music & Movies",Books,Books,Literature & Fiction,Books,Literature & Fiction,Short Stories,"['Books, Literature & Fiction, Short Stories', 'Kindle eBooks, Literature and Fiction, Short Stories']"
"Books, Music & Movies",Books,Children's Books,Literature & Fiction,Books,Literature & Fiction,"TV, Movie & Video Game Adaptations","['Books, Children's Books, Literature & Fiction, TV, Movie & Video Game Adaptations']"
"Books, Music & Movies",Books,Books,Literature & Fiction,Books,Literature & Fiction,Travel Writing,"['Books, Literature & Fiction, Travel Writing']"
"Books, Music & Movies",Books,Books,Literature and Fiction,Books,Literature and Fiction,Anthologies,"['Kindle eBooks, Literature and Fiction, Anthologies']"
"Books, Music & Movies",Books,Books,Literature and Fiction,Books,Literature and Fiction,Classic Fiction,"['Kindle eBooks, Literature and Fiction, Classic Fiction']"
"Books, Music & Movies",Books,Books,Literature and Fiction,Books,Literature and Fiction,Contemporary Fiction,"['Kindle eBooks, Literature and Fiction, Contemporary Fiction']"
"Books, Music & Movies",Books,Books,Literature and Fiction,Books,Literature and Fiction,Indian Writing,"['Kindle eBooks, Literature and Fiction, Indian Writing']"
"Books, Music & Movies",Books,Books,Literature and Fiction,Books,Literature and Fiction,"Literary Theory, History & Criticism","['Kindle eBooks, Literature and Fiction, Literary Theory, History & Criticism']"
"Books, Music & Movies",Books,Books,Literature and Fiction,Books,Literature and Fiction,Poetry,"['Kindle eBooks, Literature and Fiction, Poetry']"
"Books, Music & Movies",Books,Books,Literature and Fiction,Books,Literature and Fiction,Religious & Spiritual Fiction,"['Kindle eBooks, Literature and Fiction, Religious & Spiritual Fiction']"
"Books, Music & Movies",Books,Books,Literature and Fiction,Books,Literature and Fiction,Travel Writing,"['Kindle eBooks, Literature and Fiction, Travel Writing']"
"Books, Music & Movies",Books,Books,Maps & Atlases,Books,Maps & Atlases,Atlas,"['Books, Maps & Atlases', 'Books, Children's Books, Reference, Atlases', 'Books, Medicine and Health Sciences Textbooks, Reference, Atlases']"
"Books, Music & Movies",Books,Books,Travel and Tourism,Books,Maps & Atlases,Travel Maps & Atlases,"['Kindle eBooks, Travel and Tourism, Travel Maps & Atlases']"
"Books, Music & Movies",Books,Books,Mathematics,Books,Mathematics,Calculus,"['Books, Science and Mathematics Textbooks, Mathematics, Calculus']"
"Books, Music & Movies",Books,Books,Mathematics,Books,Mathematics,Geometry,"['Books, Science and Mathematics Textbooks, Mathematics, Geometry']"
"Books, Music & Movies",Books,Books,"Sciences, Technology & Medicine",Books,Mathematics,Mathematics,"['Books, Sciences, Technology & Medicine, Mathematics, Geometry', 'Books, Sciences, Technology & Medicine, Mathematics, Algebra & Trigonometry', 'Books, Sciences, Technology & Medicine, Mathematics, Calculus']"
"Books, Music & Movies",Books,Books,Medical Textbooks,Books,Medical Textbooks,Anatomy,"['Books, Medicine and Health Sciences Textbooks, Medicine, Basic Sciences, Anatomy']"
"Books, Music & Movies",Books,Books,Medicine and Health Sciences Textbooks,Books,Medical Textbooks,Anesthesiology,"['Books, Medicine and Health Sciences Textbooks, Medicine, Clinical, Anesthesiology', 'Books, Medicine and Health Sciences Textbooks, Nursing, Clinical, Anesthesia']"
"Books, Music & Movies",Books,Books,Medicine and Health Sciences Textbooks,Books,Medical Textbooks,Chemotherapy,"['Books, Medicine and Health Sciences Textbooks, Medicine, Clinical, Chemotherapy']"
"Books, Music & Movies",Books,Books,Medicine and Health Sciences Textbooks,Books,Medical Textbooks,Clinical Diagnosis,"['Books, Medicine and Health Sciences Textbooks, Medicine, Clinical, Diagnosis']"
"Books, Music & Movies",Books,Books,Medical Textbooks,Books,Medical Textbooks,Clinical Diseases,"['Books, Medicine and Health Sciences Textbooks, Medicine, Clinical, Diseases']"
"Books, Music & Movies",Books,Books,Medicine and Health Sciences Textbooks,Books,Medical Textbooks,Dental Assisting,"['Books, Medicine and Health Sciences Textbooks, Dentistry, Dental Assisting']"
